ETC,DEPARTAMENTO,MUNICIPIO,AÑO,CÓDIGO_MUNICIPIO,CÓDIGO_DEPARTAMENTO,CÓDIGO_ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
Antioquia (ETC),Antioquia,Puerto Triunfo,2023,5591,5,3758,3562,103.12,103.12,73.04,96.99,83.74,42.83,114.29,88.4,123.23,127.65,77.52,51.66938623697297,6.56,3.9,5.19,9.63,5.1,84.75,0.0,86.66,78.57,87.54,8.68,8.16,11.8,7.37,12.97,0.71,13.02,17.58,6.23
Antioquia (ETC),Antioquia,Remedios,2023,5604,5,3758,6857,112.12,112.12,91.83,107.43,92.48,53.38,123.26,111.27,132.29,130.27,89.8,49.29624943804174,5.64,4.55,4.68,7.76,4.05,88.36,0.0,89.66,83.89,91.03,6.01,5.66,8.35,4.91,8.38,0.88,10.08,9.79,1.84
Antioquia (ETC),Antioquia,Retiro,2023,5607,5,3758,3575,124.0,119.33,67.91,114.59,97.57,59.07,131.36,142.23,135.51,136.78,104.99,58.76380158095344,3.58,2.13,3.12,5.23,1.23,89.34,0.0,91.26,83.88,93.52,7.08,5.62,10.89,5.25,10.54,3.19,11.86,12.59,4.32
Rionegro,Antioquia,Rionegro,2023,5615,5,7609,20860,104.88,104.31,96.87,105.4,88.53,51.91,115.24,112.58,119.03,124.1,91.16,78.9013619006355,4.48,3.89,3.46,6.11,3.6,81.25,0.48,85.85,71.52,85.52,14.27,10.69,22.38,10.88,13.43,2.46,10.99,21.35,5.1
Antioquia (ETC),Antioquia,Sabanalarga,2023,5628,5,3758,2053,78.57,78.57,57.07,71.51,69.85,36.77,85.97,69.11,87.47,96.15,70.65,38.663343686235976,4.5,4.55,3.55,6.23,3.07,95.5,0.0,96.45,93.77,96.93,0.0,0.0,0.0,0.0,9.11,1.52,13.56,7.12,0.61
Sabaneta,Antioquia,Sabaneta,2023,5631,5,7740,10175,107.84,107.64,83.74,100.97,107.73,74.54,113.98,95.29,108.74,129.43,108.27,75.74351523118685,3.88,3.85,3.49,5.23,1.74,86.84,0.23,92.32,78.22,89.31,9.29,4.2,16.55,8.95,7.96,1.81,6.06,13.22,2.95
Antioquia (ETC),Antioquia,Salgar,2023,5642,5,3758,3468,70.65,70.65,46.83,69.94,57.51,25.47,79.33,63.03,88.01,89.1,46.5,45.74834757078429,7.34,3.35,6.02,10.88,3.8,83.86,1.12,86.0,76.03,93.67,8.8,7.97,13.1,2.53,13.86,1.68,14.81,17.87,2.95
Antioquia (ETC),Antioquia,San Andrés,2023,5647,5,3758,1652,74.52,74.52,43.45,69.57,59.93,42.35,81.23,57.24,86.26,86.83,69.02,49.36148637130668,5.04,6.02,5.05,6.16,1.32,85.84,0.0,83.22,84.83,94.74,9.13,11.73,9.0,3.95,12.42,0.0,19.67,8.29,1.32
Antioquia (ETC),Antioquia,San Carlos,2023,5649,5,3758,3212,88.54,88.54,59.11,84.67,73.78,53.13,98.57,74.35,98.61,108.52,90.43,48.20815616361847,4.1,2.0,3.65,5.95,1.84,86.88,0.0,87.5,81.48,93.42,9.02,8.85,12.57,4.74,7.76,0.0,8.63,10.53,1.32
Antioquia (ETC),Antioquia,San Francisco,2023,5652,5,3758,1305,82.61,82.61,60.17,78.43,71.26,37.7,89.96,67.8,92.87,102.61,67.02,51.23267402637521,3.02,3.75,1.31,4.81,4.81,86.26,0.0,86.33,82.89,90.38,10.71,12.36,12.3,4.81,11.9,0.0,11.24,16.84,6.73
Antioquia (ETC),Antioquia,San Jerónimo,2023,5656,5,3758,2816,84.8,84.8,72.25,82.52,69.34,44.04,95.06,98.24,96.42,98.63,82.98,51.27083862389304,3.31,2.24,3.01,4.24,2.52,88.24,0.9,89.12,84.62,89.27,8.45,7.87,11.15,8.2,9.0,3.59,8.4,12.6,4.73
Antioquia (ETC),Antioquia,San José de la Montaña,2023,5658,5,3758,844,59.83,59.83,39.39,53.91,56.55,40.56,61.73,45.45,61.16,72.41,48.95,37.16147409099244,1.73,0.0,1.9,1.43,2.86,94.43,0.0,95.26,91.9,97.14,3.84,2.84,6.67,0.0,4.61,0.0,7.58,3.81,0.0
Antioquia (ETC),Antioquia,San Juan de Urabá,2023,5659,5,3758,5641,96.21,96.21,43.14,84.39,82.04,44.46,110.23,98.01,111.28,122.23,88.32,55.06031219586794,4.73,3.85,3.45,6.12,6.44,85.23,0.41,89.4,76.24,88.41,10.04,7.15,17.64,5.15,15.01,4.26,14.78,20.55,6.12
Antioquia (ETC),Antioquia,San Luis,2023,5660,5,3758,2968,93.36,93.36,74.17,89.11,79.33,52.73,100.17,82.66,102.53,108.29,86.36,49.15493008174758,5.03,4.91,4.35,6.16,4.66,89.97,0.0,90.4,87.05,93.17,5.0,5.25,6.79,2.17,10.41,0.89,11.44,13.91,2.48
Antioquia (ETC),Antioquia,San Pedro,2023,5664,5,3758,4248,110.26,110.26,86.09,104.56,99.23,74.38,120.1,99.42,116.25,129.36,121.05,52.77272225833042,3.54,1.52,2.69,5.4,2.47,89.56,0.0,92.8,83.13,91.48,6.9,4.51,11.47,6.04,7.5,0.61,7.04,11.76,2.2
Antioquia (ETC),Antioquia,San Pedro de Uraba,2023,5665,5,3758,7876,92.46,92.46,53.53,73.04,93.43,59.04,101.68,81.9,89.17,123.67,99.12,49.69113185165202,3.69,3.37,2.48,4.66,4.2,91.34,0.0,93.59,89.09,89.42,4.97,3.93,6.25,6.38,7.91,1.31,8.62,9.47,4.87
Antioquia (ETC),Antioquia,San Rafael,2023,5667,5,3758,2893,78.71,78.71,73.03,76.13,67.85,49.58,85.17,81.33,84.86,91.16,75.84,44.33582940053225,2.69,3.06,1.65,4.07,2.36,91.47,0.0,93.6,86.39,93.92,5.85,4.75,9.54,3.72,7.49,0.0,7.86,9.91,4.73
Antioquia (ETC),Antioquia,San Roque,2023,5670,5,3758,4305,81.21,81.21,67.7,72.54,71.79,49.86,92.52,84.27,85.3,104.37,90.95,43.20084014716008,3.4,1.67,2.66,4.21,4.7,91.98,0.0,94.17,88.43,90.6,4.62,3.17,7.36,4.7,8.27,0.67,11.53,8.51,1.71
Antioquia (ETC),Antioquia,San Vicente,2023,5674,5,3758,4011,77.06,77.06,56.97,75.64,69.04,45.62,81.58,68.79,85.7,86.69,67.46,48.26617966059439,4.11,3.52,3.42,5.8,2.3,88.67,1.32,90.36,82.95,94.48,7.22,6.22,11.25,3.22,8.96,2.2,8.73,13.04,2.76
Antioquia (ETC),Antioquia,Santa Bárbara,2023,5679,5,3758,4285,69.57,69.57,50.48,62.3,60.21,49.54,75.12,57.83,72.66,81.51,75.23,46.29372903572789,3.48,2.76,2.88,4.68,2.5,90.01,0.55,92.07,86.3,90.94,6.51,5.04,9.02,6.55,9.09,1.66,8.73,11.45,7.32
Antioquia (ETC),Antioquia,Santa Rosa de Osos,2023,5686,5,3758,7516,95.1,95.09,70.27,85.77,89.44,69.98,102.29,84.65,96.77,112.03,105.24,53.4124958834625,5.96,4.07,5.58,7.49,4.52,85.73,0.2,87.22,79.12,91.45,8.3,7.2,13.38,4.03,8.26,1.02,9.58,10.04,3.17
Antioquia (ETC),Antioquia,Santo Domingo,2023,5690,5,3758,2184,100.78,100.78,75.44,90.35,84.14,64.31,115.61,102.34,110.31,124.73,116.35,49.38112571349643,3.51,4.57,3.59,3.96,1.57,88.8,0.0,89.85,83.63,94.65,7.69,6.56,12.4,3.77,7.24,1.14,9.02,8.44,2.2
Antioquia (ETC),Antioquia,El Santuario,2023,5697,5,3758,7548,94.49,94.45,76.38,88.96,90.08,64.97,99.83,88.63,97.02,110.38,92.39,52.596558589833535,3.62,3.74,2.72,5.28,2.06,87.79,0.0,91.41,79.5,92.8,8.59,5.87,15.22,5.14,7.95,0.59,6.49,13.44,2.44
Antioquia (ETC),Antioquia,Segovia,2023,5736,5,3758,8803,85.33,85.33,74.84,84.76,70.73,34.13,96.63,87.62,101.55,102.67,76.16,44.97413997107333,5.78,4.69,4.98,7.77,3.91,85.87,0.0,87.88,79.35,90.01,8.35,7.14,12.87,6.08,8.63,0.34,9.69,10.79,3.18
Antioquia (ETC),Antioquia,Sonson,2023,5756,5,3758,7061,79.83,79.83,75.68,75.7,62.42,46.42,89.21,90.09,90.59,89.55,84.78,43.852972708580864,3.47,2.8,2.28,5.09,3.8,91.94,0.0,93.0,88.59,93.23,4.6,4.72,6.32,2.97,8.77,1.0,10.01,11.66,2.85
Antioquia (ETC),Antioquia,Sopetrán,2023,5761,5,3758,2625,95.39,95.39,83.11,91.73,78.72,46.4,112.65,112.79,109.26,119.22,107.89,50.98197878281053,4.08,8.5,3.68,3.81,2.75,88.38,0.4,89.46,85.91,89.0,7.54,6.86,10.28,8.25,9.23,3.64,10.61,10.85,3.44
Antioquia (ETC),Antioquia,Támesis,2023,5789,5,3758,2677,77.96,77.96,57.29,73.93,62.62,50.85,93.31,80.73,85.99,103.51,94.87,48.11746827730326,2.54,5.81,2.4,2.68,1.29,92.01,0.65,91.04,91.36,95.09,5.44,6.56,5.96,3.62,9.83,1.29,9.51,14.6,3.88
Antioquia (ETC),Antioquia,Tarazá,2023,5790,5,3758,7418,76.95,76.95,61.34,70.13,57.37,33.66,92.01,69.65,91.19,105.72,76.89,48.19736146777245,6.4,7.02,5.59,7.92,4.63,81.99,0.24,83.97,75.43,87.22,11.61,10.44,16.66,8.15,13.24,1.69,14.09,16.24,7.04
Antioquia (ETC),Antioquia,Tarso,2023,5792,5,3758,1133,62.67,62.67,49.41,65.93,41.84,34.33,72.9,63.53,78.68,70.41,68.66,44.61910342970987,3.96,9.26,2.79,4.76,3.51,86.39,0.0,89.11,77.49,93.86,9.64,8.1,17.75,2.63,12.02,3.7,14.53,14.29,3.51
Antioquia (ETC),Antioquia,Titiribí,2023,5809,5,3758,1690,68.7,68.7,67.21,65.73,56.49,37.58,81.36,82.79,76.37,93.76,67.45,51.59630957507068,6.19,0.99,5.22,9.84,2.65,87.46,0.0,88.2,81.5,94.04,6.35,6.58,8.67,3.31,15.8,2.97,11.41,25.76,11.26
Antioquia (ETC),Antioquia,Toledo,2023,5819,5,3758,1107,93.68,93.68,63.27,85.98,74.24,51.18,103.07,66.33,109.83,109.97,90.59,51.650862351851856,2.65,0.0,2.67,3.25,2.25,86.43,0.0,83.62,85.8,95.51,10.91,13.71,10.95,2.25,10.9,0.0,14.29,10.62,0.0
Turbo,Antioquia,Turbo,2023,5837,5,3763,33384,101.55,101.54,61.56,89.33,89.34,63.12,118.55,96.06,108.46,126.99,142.71,53.71287290214207,3.57,1.94,2.89,4.78,3.5,89.63,0.12,91.22,85.61,90.4,6.8,5.89,9.61,6.09,9.36,1.32,9.96,12.41,3.96
Antioquia (ETC),Antioquia,Uramita,2023,5842,5,3758,1533,77.3,77.3,44.85,78.26,58.35,32.19,88.91,79.41,95.65,90.54,71.67,41.80060262529878,7.85,3.7,4.08,13.77,13.33,86.17,0.93,87.77,81.56,83.81,5.99,8.15,4.68,2.86,10.19,1.85,10.66,12.47,7.62
Antioquia (ETC),Antioquia,Urrao,2023,5847,5,3758,6870,83.68,83.68,63.0,82.52,63.48,43.36,95.72,74.33,105.93,90.04,91.5,48.90725233422404,5.7,4.26,4.07,8.22,7.45,85.67,0.45,84.46,83.72,89.97,8.62,11.47,8.06,2.58,12.44,1.79,16.97,10.44,4.15
Antioquia (ETC),Antioquia,Valdivia,2023,5854,5,3758,3413,78.76,78.76,59.04,74.66,55.41,32.28,89.28,76.45,101.1,91.93,58.58,43.85047089085674,2.97,3.57,2.99,3.3,1.21,89.05,0.0,90.48,83.25,93.95,7.97,6.53,13.44,4.84,12.11,0.89,15.5,12.15,2.42
Antioquia (ETC),Antioquia,Valparaíso,2023,5856,5,3758,1044,66.86,66.86,47.13,63.99,52.87,39.31,79.6,72.41,76.38,86.78,76.88,49.14598751106632,3.41,1.59,3.6,3.23,4.44,87.87,0.0,89.49,83.47,86.67,8.72,6.91,13.31,8.89,14.85,1.59,20.42,13.71,6.67
Antioquia (ETC),Antioquia,Vegachí,2023,5858,5,3758,2606,98.89,98.89,85.35,92.54,88.56,56.65,110.71,102.02,107.56,121.67,99.77,46.655219750848346,4.66,3.47,4.0,6.14,3.43,90.6,0.0,91.31,87.51,93.43,4.74,4.69,6.35,3.14,5.97,0.99,7.04,7.57,0.86
Antioquia (ETC),Antioquia,Venecia,2023,5861,5,3758,1784,83.74,83.74,71.67,81.35,60.44,51.08,95.01,109.17,100.14,90.03,88.62,51.03385859369928,3.64,3.05,3.15,5.1,2.18,86.67,0.0,91.26,77.45,87.34,9.69,5.59,17.45,10.48,12.44,2.29,13.18,17.25,5.24
Antioquia (ETC),Antioquia,Vigía del Fuerte,2023,5873,5,3758,2761,76.42,76.42,40.59,67.58,42.57,28.57,96.85,71.59,106.92,94.04,88.52,44.80665470972508,1.85,1.55,1.16,3.5,1.05,92.77,0.0,90.03,94.4,97.2,5.39,8.81,2.1,1.75,13.5,8.76,19.09,7.98,5.24
Antioquia (ETC),Antioquia,Yalí,2023,5885,5,3758,1576,73.6,73.6,63.08,73.91,59.85,34.26,80.58,73.85,88.31,85.42,53.39,48.01332158486139,3.73,3.13,2.64,4.94,5.45,83.97,0.0,85.92,76.79,89.09,12.3,11.44,18.27,5.45,9.5,1.04,8.45,13.83,6.36
Antioquia (ETC),Antioquia,Yarumal,2023,5887,5,3758,9023,79.37,79.36,60.64,71.54,69.51,51.37,93.93,76.82,84.3,106.19,99.8,45.05025065335167,2.58,3.14,1.94,3.63,1.38,92.25,1.05,93.41,88.36,97.35,5.17,4.64,8.01,1.27,8.02,2.51,8.05,11.4,1.7
Antioquia (ETC),Antioquia,Yolombó,2023,5890,5,3758,4591,74.17,74.17,59.55,64.44,65.88,46.4,84.16,72.19,78.98,94.54,81.26,44.40430536294048,4.28,2.72,3.39,5.82,3.62,90.93,0.0,91.79,87.61,93.96,4.79,4.82,6.57,2.41,9.43,1.17,10.52,11.93,3.82
Antioquia (ETC),Antioquia,Yondó,2023,5893,5,3758,4766,87.28,87.26,61.91,83.19,73.56,36.49,93.6,77.23,101.34,101.15,62.75,47.499519235074786,4.48,4.56,3.73,5.42,5.1,87.89,0.0,89.87,83.35,86.97,7.63,6.39,11.23,7.93,11.55,1.3,15.91,9.37,4.25
Antioquia (ETC),Antioquia,Zaragoza,2023,5895,5,3758,6598,105.58,105.58,65.97,95.95,84.38,44.95,121.75,102.58,125.25,135.26,93.68,46.002844432809525,4.05,2.8,2.59,6.87,3.12,93.8,0.33,95.3,90.63,93.93,2.15,2.11,2.51,2.95,11.04,3.79,13.11,11.88,2.77
Barranquilla,Atlántico,Barranquilla,2023,8001,8,4909,240867,99.12,98.64,70.61,93.5,85.39,58.45,106.37,96.99,109.59,110.23,95.3,76.70862920959974,1.87,3.08,1.93,1.89,0.94,90.99,0.82,91.71,87.71,94.45,7.14,6.36,10.4,4.62,6.86,7.68,7.71,7.51,1.78
Atlántico (ETC),Atlántico,Baranoa,2023,8078,8,3764,13603,89.63,89.59,65.51,84.55,81.14,54.6,96.58,90.26,97.73,100.59,88.62,53.62133705468307,2.64,4.71,2.95,2.23,2.02,88.76,0.0,90.64,85.17,90.29,8.6,6.41,12.6,7.68,7.32,4.71,8.41,8.25,3.47
Atlántico (ETC),Atlántico,Campo de la Cruz,2023,8137,8,3764,5547,89.47,89.47,63.77,83.34,69.19,42.05,99.42,86.86,106.71,101.92,80.99,52.04642300109617,3.29,2.93,3.55,3.41,1.98,87.08,0.0,85.94,84.01,94.27,9.63,10.51,12.58,3.75,11.39,4.39,15.16,10.41,1.97
Atlántico (ETC),Atlántico,Candelaria,2023,8141,8,3764,3921,83.04,83.01,61.7,75.46,74.8,41.15,89.19,90.35,91.72,97.97,63.11,53.88985580889448,2.84,3.65,2.7,2.78,2.94,87.7,0.0,90.18,82.34,89.04,9.47,7.11,14.89,8.02,12.43,4.38,14.72,12.95,8.02
Atlántico (ETC),Atlántico,Galapa,2023,8296,8,3764,14884,77.12,77.02,54.64,75.9,65.73,42.74,82.19,72.24,87.14,83.95,70.57,47.23725310066584,3.39,6.07,3.65,3.23,1.62,88.05,0.0,90.96,82.36,91.16,8.56,5.39,14.41,7.22,7.0,3.32,8.26,7.79,2.36
Atlántico (ETC),Atlántico,Juan de Acosta,2023,8372,8,3764,4546,85.55,85.42,76.13,84.99,66.64,44.73,90.56,98.14,100.89,85.8,70.09,45.48428201150341,2.65,2.99,2.89,2.12,3.03,95.87,0.0,95.47,95.84,96.57,1.49,1.63,2.04,0.4,7.96,4.1,9.55,7.22,6.87
Atlántico (ETC),Atlántico,Luruaco,2023,8421,8,3764,6789,81.87,81.85,69.93,79.53,66.55,44.44,89.94,91.08,94.29,87.39,82.96,46.25393193084028,2.04,3.78,1.59,2.48,1.27,90.92,0.0,92.37,87.18,91.82,7.04,6.03,10.34,6.91,8.03,1.79,10.63,8.28,2.12
Malambo,Atlántico,Malambo,2023,8433,8,3960,31027,89.79,89.37,53.3,86.14,74.12,49.38,97.67,82.35,104.67,97.7,87.3,49.86516164602017,2.64,4.52,3.27,2.06,1.3,93.53,0.0,93.43,92.53,96.02,3.83,3.3,5.41,2.69,6.23,4.52,7.56,6.18,2.12
Atlántico (ETC),Atlántico,Manatí,2023,8436,8,3764,5210,77.29,77.29,68.54,73.77,60.56,37.05,87.24,101.35,89.24,81.69,85.71,46.27716803898056,3.76,3.1,2.86,5.52,3.03,92.35,0.0,92.41,89.68,95.27,3.89,4.72,4.8,1.7,8.0,9.98,10.0,7.09,1.14
Atlántico (ETC),Atlántico,Palmar de Varela,2023,8520,8,3764,6406,90.34,90.31,65.73,88.26,76.55,56.15,95.83,83.52,105.02,93.36,83.27,51.7291849405417,1.9,3.45,2.42,1.56,0.38,89.85,0.0,89.65,87.18,93.98,8.25,7.93,11.26,5.65,6.56,3.45,9.14,5.42,2.38
Atlántico (ETC),Atlántico,Piojó,2023,8549,8,3764,1375,63.05,63.05,56.41,59.38,60.36,29.39,66.62,76.07,69.19,72.61,43.42,48.63753270089978,2.61,0.0,2.9,3.07,2.02,92.52,0.0,93.14,89.57,93.94,4.88,3.96,7.36,4.04,10.32,7.69,11.08,11.04,7.07
Atlántico (ETC),Atlántico,Polonuevo,2023,8558,8,3764,4246,70.3,70.21,61.89,65.85,57.0,42.82,77.01,84.15,80.25,76.57,66.62,48.005095984885656,1.69,4.05,1.18,1.71,2.04,90.02,0.0,89.47,87.3,95.24,8.29,9.35,11.0,2.72,7.9,4.05,8.69,10.05,2.27
Atlántico (ETC),Atlántico,Ponedera,2023,8560,8,3764,5889,78.45,78.45,71.06,76.82,58.17,32.73,84.41,93.81,94.86,81.49,57.46,49.972219745905704,4.36,5.21,3.88,5.24,3.08,86.54,0.0,86.86,81.99,92.12,9.11,9.26,12.77,4.81,11.93,3.79,14.07,12.58,7.31
Atlántico (ETC),Atlántico,Puerto Colombia,2023,8573,8,3764,10200,155.14,149.61,55.98,137.64,132.35,80.81,159.97,137.8,166.15,169.69,136.06,67.7209819817283,2.52,4.87,3.55,1.66,0.82,88.53,0.0,88.95,85.25,93.12,8.96,7.5,13.08,6.06,8.63,2.29,12.1,8.09,2.68
Atlántico (ETC),Atlántico,Repelón,2023,8606,8,3764,6364,83.96,83.96,73.85,82.22,64.89,36.81,92.38,95.04,100.33,93.51,67.87,50.74911411984499,1.38,0.8,1.01,1.84,2.09,90.18,0.0,89.56,88.53,90.51,8.44,9.43,9.63,7.4,10.92,2.61,12.86,11.9,6.27
Atlántico (ETC),Atlántico,Sabanagrande,2023,8634,8,3764,7462,92.31,92.25,74.6,92.71,77.43,54.53,97.88,98.22,106.94,93.26,83.84,52.859370090985635,1.92,2.43,1.97,2.03,1.16,90.09,1.01,89.51,88.56,92.35,7.99,8.51,9.41,6.49,5.58,5.07,6.93,5.4,1.5
Atlántico (ETC),Atlántico,Sabanalarga,2023,8638,8,3764,21481,93.64,93.54,62.87,89.98,80.27,55.28,100.13,92.0,105.68,101.16,87.45,51.41159911991372,3.09,3.97,3.14,3.4,1.57,91.18,0.0,90.53,89.48,94.91,5.74,6.32,7.11,3.52,7.44,2.24,10.52,6.38,2.52
Atlántico (ETC),Atlántico,Santa Lucía,2023,8675,8,3764,4163,60.8,60.8,48.82,61.68,40.63,23.2,68.7,63.91,75.95,66.31,57.42,53.67416030299057,2.14,0.46,1.21,3.4,4.12,85.35,1.85,88.39,78.34,82.77,12.5,10.41,18.27,13.11,17.46,6.02,16.67,23.42,11.61
Atlántico (ETC),Atlántico,Santo Tomás,2023,8685,8,3764,6246,67.36,67.13,50.69,69.05,51.34,33.08,72.53,72.19,83.99,67.83,53.67,50.46158618576737,4.18,3.5,3.87,5.51,1.96,88.67,0.0,85.49,88.7,95.48,7.15,10.64,5.8,2.55,9.57,8.17,14.05,7.61,0.39
Soledad,Atlántico,Soledad,2023,8758,8,3765,136557,92.4,92.09,63.82,89.1,75.3,58.77,104.43,92.88,104.68,96.73,125.2,59.463942577773196,2.75,3.33,2.64,2.97,2.14,92.4,1.3,93.83,89.31,93.99,4.85,3.54,7.72,3.87,5.88,9.25,5.7,6.57,2.24
Atlántico (ETC),Atlántico,Suan,2023,8770,8,3764,2885,82.18,82.18,60.4,74.74,65.25,41.89,93.83,80.0,94.49,97.35,92.32,46.21816640671841,0.73,0.5,1.05,0.6,0.0,89.48,0.0,89.76,85.52,92.88,9.78,9.19,13.87,7.12,8.07,3.0,13.3,4.58,0.71
Atlántico (ETC),Atlántico,Tubará,2023,8832,8,3764,3546,60.32,60.29,40.52,59.74,45.84,28.37,64.95,58.17,73.14,64.56,47.64,40.74339917969655,1.8,3.43,1.35,2.15,1.47,94.07,0.0,94.69,92.35,94.85,4.13,3.96,5.5,3.68,7.14,5.14,7.34,8.86,2.94
Atlántico (ETC),Atlántico,Usiacurí,2023,8849,8,3764,2599,60.6,60.56,57.55,64.06,50.98,28.07,63.68,70.75,71.52,62.23,43.39,39.616719066851374,2.81,5.47,1.69,4.24,1.07,91.88,0.0,94.21,87.45,94.12,5.3,4.1,8.3,4.81,6.71,0.78,4.8,12.18,2.14
"Bogotá, D.C. (ETC)","Bogotá, D.C.","Bogotá, D.C.",2023,11001,11,3766,1141573,92.9,92.4,61.43,86.97,86.48,64.42,100.88,75.17,97.91,108.19,107.3,132.90805928925454,2.82,3.24,2.69,3.17,2.16,89.4,0.37,91.87,84.26,91.35,7.78,5.44,12.57,6.5,7.55,1.66,7.11,10.98,3.2
Cartagena,Bolívar,Cartagena,2023,13001,13,4910,199692,110.16,109.99,74.78,106.77,97.17,62.16,119.55,102.84,125.32,125.71,101.43,74.76184006366987,3.32,5.19,3.08,3.59,2.39,88.67,0.13,91.03,84.07,89.96,8.01,5.89,12.34,7.65,8.26,5.02,8.21,10.64,3.65
Bolívar (ETC),Bolívar,Achí,2023,13006,13,3767,6074,96.99,96.99,62.12,85.07,82.7,50.68,112.46,129.55,108.48,120.93,96.22,48.45961166226721,2.9,2.92,1.22,4.34,4.87,95.75,0.0,97.27,94.11,93.73,1.35,1.51,1.55,1.41,8.33,11.11,10.8,6.34,2.69
Bolívar (ETC),Bolívar,Altos del Rosario,2023,13030,13,3767,3145,74.82,74.82,67.29,71.0,47.46,23.43,84.8,115.24,98.51,76.51,48.69,42.90302820889133,3.57,3.87,2.61,5.83,1.4,95.06,0.0,95.32,93.07,98.6,1.37,2.07,1.11,0.0,13.57,8.71,16.49,13.31,3.72
Bolívar (ETC),Bolívar,Arenal,2023,13042,13,3767,1934,100.52,100.52,82.05,94.09,78.58,35.65,114.22,135.9,125.37,119.41,64.35,47.93170590161094,1.57,1.46,1.11,2.5,0.63,93.62,0.98,92.14,93.69,97.48,4.81,6.75,3.82,1.89,11.78,1.95,15.93,10.72,3.14
Bolívar (ETC),Bolívar,Arjona,2023,13052,13,3767,15885,95.79,95.61,54.54,91.23,79.98,53.94,114.83,95.92,111.24,119.24,124.53,48.425330858359075,2.17,3.06,1.58,2.26,3.44,92.54,0.19,94.84,89.7,90.05,5.29,3.58,8.04,6.52,8.54,3.73,8.74,10.74,4.56
Bolívar (ETC),Bolívar,Arroyohondo,2023,13062,13,3767,1857,90.58,90.58,67.5,91.73,68.69,40.53,107.54,125.63,118.32,103.11,78.74,51.15762277372846,4.38,8.46,3.74,3.3,6.28,86.32,0.0,86.05,84.2,88.48,9.3,10.2,12.5,5.24,9.84,3.48,11.56,10.42,6.81
Bolívar (ETC),Bolívar,Barranco de Loba,2023,13074,13,3767,4139,99.88,99.88,61.82,95.87,82.83,33.38,111.77,120.51,123.61,114.97,68.3,49.718530651617584,5.18,6.86,3.59,7.54,3.16,87.9,0.0,88.91,83.39,93.69,6.93,7.5,9.07,3.16,10.75,5.91,14.13,9.66,1.94
Bolívar (ETC),Bolívar,Calamar,2023,13140,13,3767,5385,101.0,100.98,68.16,93.06,82.25,45.23,123.86,133.18,121.22,133.22,106.82,62.4169996383132,3.08,7.54,2.66,2.17,3.57,92.6,0.0,94.16,90.72,92.43,4.33,3.18,7.11,4.0,10.35,29.62,9.78,8.47,2.43
Bolívar (ETC),Bolívar,Cantagallo,2023,13160,13,3767,2051,100.29,100.29,74.56,94.11,73.0,35.47,114.92,134.91,129.68,112.48,70.64,51.34231599071268,5.77,7.89,6.1,5.29,3.11,83.94,3.51,82.07,82.09,95.34,10.29,11.83,12.63,1.55,11.44,4.82,17.0,7.92,1.04
Bolívar (ETC),Bolívar,Cicuco,2023,13188,13,3767,3581,88.08,88.08,49.83,81.03,69.9,43.54,101.82,112.29,102.35,107.08,83.72,52.75411910402647,3.03,7.69,2.26,3.25,1.35,94.05,1.48,96.38,92.24,92.7,2.91,1.36,4.51,5.95,10.71,15.98,11.13,11.19,2.7
Bolívar (ETC),Bolívar,Córdoba,2023,13212,13,3767,3591,98.22,98.22,61.49,86.24,95.0,47.42,112.87,105.18,103.55,134.55,97.25,58.042254601956415,3.86,5.85,2.86,4.22,4.75,89.8,0.0,89.57,88.58,91.4,6.34,7.57,7.2,3.85,13.47,7.38,13.35,17.58,4.98
Bolívar (ETC),Bolívar,Clemencia,2023,13222,13,3767,3674,84.43,84.43,64.4,83.94,63.66,38.75,98.18,95.36,106.97,95.07,82.74,45.51028484437643,1.99,0.34,1.81,2.73,2.08,91.2,0.0,89.46,91.11,91.96,6.81,8.73,6.16,5.95,8.33,1.01,10.54,8.48,4.17
Bolívar (ETC),Bolívar,El Carmen de Bolívar,2023,13244,13,3767,16354,101.01,101.01,66.04,97.3,80.51,53.16,126.98,101.01,120.05,119.01,174.79,46.71116390254792,2.74,2.91,1.83,3.89,3.2,92.18,0.23,93.52,89.03,92.21,5.07,4.65,7.08,4.6,8.65,4.9,10.46,9.17,2.07
